2020B-04 ,45 ,2 ,2 ,0 ,0 ,9 ,3 ,2 ,0 ,4 ,7 ,1 ,2 ,6 ,8 ,1 ,0 ,2 ,41
2020B-04 ,46 ,3 ,1 ,3 ,4 ,1 ,0 ,0 ,2 ,0 ,8 ,3 ,2 ,2 ,15 ,1 ,0 ,0 ,9
2020B-04 ,47 ,3 ,0 ,2 ,1 ,6 ,0 ,4 ,3 ,3 ,3 ,1 ,3 ,2 ,13 ,0 ,4 ,2 ,31
2020B-04 ,48 ,3 ,3 ,3 ,0 ,9 ,0 ,3 ,3 ,4 ,5 ,1 ,3 ,13 ,13 ,0 ,1 ,0 ,11
2020B-04 ,49 ,2 ,1 ,0 ,1 ,10 ,4 ,2 ,4 ,1 ,2 ,3 ,2 ,14 ,10 ,1 ,4 ,1 ,13
2020B-04 ,50 ,4 ,4 ,3 ,4 ,1 ,1 ,4 ,3 ,4 ,3 ,1 ,1 ,7 ,9 ,3 ,1 ,2 ,21
2020B-04 ,51 ,3 ,2 ,3 ,3 ,10 ,4 ,0 ,4 ,2 ,1 ,4 ,0 ,3 ,14 ,3 ,4 ,2 ,19
2020B-04 ,52 ,3 ,1 ,4 ,3 ,9 ,0 ,4 ,0 ,4 ,1 ,0 ,0 ,0 ,10 ,4 ,1 ,3 ,29
2020B-04 ,53 ,3 ,0 ,1 ,4 ,4 ,3 ,4 ,1 ,0 ,1 ,2 ,4 ,15 ,6 ,4 ,0 ,1 ,37
2020B-04 ,54 ,2 ,2 ,0 ,4 ,5 ,0 ,1 ,1 ,1 ,0 ,4 ,3 ,1 ,0 ,0 ,2 ,4 ,52
2020B-04 ,55 ,3 ,3 ,4 ,4 ,5 ,2 ,4 ,2 ,1 ,6 ,2 ,4 ,9 ,0 ,0 ,2 ,0 ,1
2020B-04 ,56 ,0 ,2 ,4 ,2 ,6 ,4 ,0 ,2 ,0 ,8 ,1 ,2 ,5 ,14 ,1 ,0 ,3 ,11
2020B-04 ,57 ,1 ,2 ,4 ,0 ,8 ,0 ,0 ,0 ,4 ,0 ,1 ,4 ,12 ,8 ,1 ,4 ,0 ,5
2020B-04 ,58 ,2 ,1 ,4 ,4 ,7 ,0 ,4 ,1 ,4 ,7 ,0 ,3 ,2 ,5 ,2 ,2 ,4 ,44
2020B-04 ,59 ,4 ,3 ,1 ,4 ,6 ,3 ,0 ,2 ,4 ,7 ,3 ,2 ,10 ,10 ,0 ,2 ,3 ,12
2020B-04 ,60 ,0 ,2 ,4 ,1 ,0 ,2 ,4 ,0 ,1 ,4 ,4 ,4 ,4 ,2 ,0 ,4 ,1 ,40
2020B-04 ,61 ,2 ,1 ,1 ,1 ,8 ,0 ,2 ,3 ,2 ,6 ,4 ,3 ,3 ,4 ,3 ,0 ,0 ,14
2020B-04 ,62 ,0 ,2 ,2 ,2 ,7 ,2 ,1 ,3 ,0 ,1 ,1 ,3 ,9 ,11 ,3 ,1 ,4 ,17
2020B-04 ,63 ,2 ,0 ,2 ,3 ,7 ,0 ,3 ,1 ,4 ,6 ,0 ,4 ,6 ,3 ,4 ,1 ,1 ,51
2020B-04 ,64 ,0 ,0 ,2 ,4 ,4 ,4 ,1 ,4 ,2 ,1 ,3 ,3 ,5 ,5 ,4 ,1 ,3 ,5
2020B-04 ,65 ,1 ,2 ,0 ,0 ,7 ,0 ,2 ,1 ,1 ,7 ,0 ,4 ,3 ,9 ,3 ,0 ,3 ,56
2020B-04 ,66 ,1 ,0 ,1 ,4 ,8 ,4 ,3 ,4 ,4 ,8 ,0 ,1 ,9 ,1 ,0 ,1 ,3 ,18
2020B-04 ,67 ,0 ,3 ,3 ,2 ,6 ,2 ,2 ,4 ,2 ,5 ,2 ,3 ,4 ,13 ,0 ,4 ,3 ,40
2020B-04 ,68 ,4 ,2 ,3 ,3 ,10 ,0 ,0 ,3 ,4 ,8 ,1 ,4 ,13 ,10 ,3 ,3 ,4 ,12
2020B-04 ,69 ,0 ,1 ,2 ,0 ,0 ,4 ,4 ,4 ,2 ,4 ,0 ,4 ,3 ,6 ,2 ,3 ,3 ,17
2020B-04 ,70 ,0 ,1 ,2 ,0 ,5 ,3 ,2 ,3 ,0 ,1 ,3 ,1 ,6 ,12 ,1 ,3 ,2 ,49
2020B-04 ,71 ,0 ,2 ,2 ,0 ,6 ,2 ,1 ,4 ,4 ,7 ,2 ,3 ,13 ,13 ,3 ,1 ,0 ,31
2020B-04 ,72 ,2 ,1 ,0 ,2 ,3 ,3 ,1 ,3 ,2 ,8 ,4 ,1 ,4 ,3 ,4 ,4 ,1 ,7
2020B-04 ,73 ,4 ,1 ,0 ,1 ,1 ,3 ,3 ,1 ,1 ,8 ,1 ,0 ,8 ,8 ,4 ,1 ,4 ,10
2020B-04 ,74 ,1 ,0 ,1 ,0 ,7 ,0 ,2 ,3 ,0 ,4 ,2 ,4 ,15 ,9 ,2 ,1 ,1 ,32
2020B-04 ,75 ,2 ,2 ,0 ,1 ,2 ,3 ,2 ,3 ,0 ,3 ,0 ,0 ,3 ,0 ,2 ,4 ,4 ,29
2020B-04 ,76 ,4 ,4 ,4 ,1 ,1 ,1 ,4 ,4 ,4 ,4 ,0 ,0 ,13 ,2 ,3 ,1 ,0 ,41
2020B-04 ,77 ,0 ,2 ,3 ,4 ,9 ,2 ,0 ,3 ,1 ,3 ,4 ,2 ,4 ,13 ,0 ,2 ,0 ,33
2020B-04 ,78 ,1 ,3 ,0 ,3 ,1 ,0 ,4 ,2 ,0 ,8 ,0 ,0 ,12 ,5 ,0 ,0 ,1 ,55
2020B-04 ,79 ,3 ,2 ,0 ,2 ,6 ,3 ,1 ,4 ,2 ,1 ,1 ,0 ,4 ,8 ,2 ,3 ,2 ,27
2020B-04 ,80 ,4 ,2 ,4 ,3 ,6 ,2 ,2 ,2 ,1 ,3 ,3 ,1 ,12 ,11 ,0 ,3 ,4 ,30
2020B-04 ,81 ,4 ,1 ,4 ,1 ,5 ,2 ,3 ,2 ,3 ,2 ,2 ,0 ,15 ,4 ,4 ,4 ,0 ,14
2020B-04 ,82 ,2 ,0 ,0 ,1 ,5 ,3 ,2 ,3 ,1 ,1 ,4 ,1 ,14 ,14 ,4 ,2 ,3 ,0
2020B-04 ,83 ,3 ,0 ,1 ,4 ,8 ,1 ,3 ,4 ,1 ,7 ,4 ,4 ,5 ,10 ,3 ,2 ,1 ,23
2020B-04 ,84 ,0 ,4 ,2 ,4 ,2 ,0 ,0 ,2 ,1 ,7 ,3 ,0 ,12 ,6 ,4 ,3 ,0 ,24
2020B-04 ,85 ,4 ,0 ,3 ,4 ,4 ,1 ,3 ,4 ,1 ,6 ,0 ,0 ,8 ,13 ,4 ,1 ,2 ,36
2020B-04 ,86 ,2 ,0 ,2 ,4 ,1 ,1 ,1 ,0 ,0 ,6 ,1 ,0 ,8 ,12 ,2 ,3 ,1 ,55
2020B-04 ,87 ,1 ,2 ,2 ,4 ,1 ,3 ,3 ,4 ,0 ,6 ,0 ,3 ,2 ,5 ,4 ,0 ,1 ,20
2020B-04 ,88 ,4 ,2 ,0 ,2 ,5 ,1 ,2 ,2 ,4 ,3 ,3 ,3 ,7 ,7 ,4 ,0 ,4 ,8
2020B-04 ,89 ,3 ,0 ,2 ,3 ,8 ,0 ,2 ,0 ,1 ,3 ,0 ,3 ,11 ,8 ,1 ,1 ,2 ,19
2020B-04 ,90 ,0 ,1 ,4 ,3 ,0 ,1 ,2 ,0 ,4 ,8 ,2 ,4 ,9 ,10 ,1 ,0 ,1 ,48
2020B-04 ,91 ,4 ,1 ,4 ,3 ,8 ,2 ,4 ,1 ,2 ,7 ,0 ,2 ,11 ,6 ,4 ,3 ,1 ,27
2020B-04 ,92 ,1 ,0 ,4 ,2 ,7 ,3 ,2 ,4 ,4 ,1 ,2 ,4 ,9 ,0 ,3 ,4 ,0 ,0
2020B-04 ,93 ,2 ,2 ,4 ,3 ,5 ,4 ,4 ,4 ,1 ,8 ,3 ,2 ,12 ,14 ,4 ,0 ,3 ,1
2020B-04 ,94 ,4 ,0 ,3 ,1 ,1 ,3 ,4 ,3 ,4 ,7 ,4 ,3 ,7 ,9 ,1 ,3 ,4 ,34
2020B-04 ,95 ,3 ,2 ,0 ,0 ,4 ,2 ,4 ,2 ,1 ,8 ,2 ,4 ,14 ,12 ,1 ,3 ,2 ,16
2020B-04 ,96 ,4 ,3 ,0 ,0 ,9 ,1 ,4 ,0 ,4 ,0 ,2 ,0 ,13 ,7 ,4 ,2 ,1 ,45
2020B-04 ,97 ,4 ,3 ,0 ,0 ,1 ,2 ,3 ,2 ,1 ,8 ,2 ,0 ,4 ,10 ,1 ,3 ,4 ,46
2020B-04 ,98 ,0 ,3 ,1 ,0 ,0 ,3 ,3 ,1 ,1 ,1 ,4 ,2 ,10 ,0 ,0 ,3 ,0 ,18
2020B-04 ,99 ,4 ,2 ,3 ,1 ,4 ,4 ,2 ,1 ,2 ,0 ,1 ,3 ,12 ,15 ,0 ,3 ,2 ,36
2020B-04 ,100 ,3 ,1 ,4 ,1 ,6 ,1 ,4 ,1 ,4 ,1 ,2 ,1 ,12 ,10 ,1 ,0 ,0 ,8
